x_m,z_m
2.29658591189239,-0.8358889459374167
2.2806374209344074,-0.8300841002697513
2.264688929976424,-0.8242792546020855
2.2487404390184413,-0.8184744089344201
2.232791948060458,-0.8126695632667543
2.2168434571024753,-0.8068647175990888
2.2008949577677486,-0.8010598949462614
2.1849464342652305,-0.7952551386936784
2.168997910762712,-0.789450382441095
2.1530493872601943,-0.783645626188512
2.1371008637576754,-0.7778408699359286
2.1211523402551578,-0.7720361136833456
2.10520381675264,-0.7662313574307624
2.089255293250121,-0.7604266011781791
2.0733067697476035,-0.754621844925596
2.057358246245085,-0.7488170886730127
2.041409722742567,-0.7430123324204295
2.025461199240048,-0.7372075761678462
2.0095126757375303,-0.7314028199152631
1.9935641522350118,-0.7255980636626798
1.977615628732494,-0.7197933074100966
1.9616671052299752,-0.7139885511575133
1.9457185817274576,-0.7081837949049302
1.9297700582249389,-0.7023790386523469
1.913821534722421,-0.6965742823997637
1.8978730112199025,-0.6907695261471803
1.881924504196264,-0.684964724619397
1.8659760132382806,-0.6791598789517312
1.850027522280298,-0.6733550332840658
1.8340790313223154,-0.6675501876164004
1.8181305403643322,-0.6617453419487346
1.8021820494063496,-0.6559404962810692
1.7862335584483662,-0.6501356506134034
1.7702850674903836,-0.644330804945738
1.7543365765324004,-0.6385259592780722
1.7383880855744178,-0.6327211136104068
1.7224395740871428,-0.6269163243463204
1.706491050584625,-0.6211115680937374
1.6905425270821064,-0.615306811841154
1.6745940035795885,-0.6095020555885708
1.6586454800770698,-0.6036972993359875
1.6426969565745522,-0.5978925430834044
1.6267484330720334,-0.5920877868308211
1.6107999095695156,-0.586283030578238
1.594851386066997,-0.5804782743256547
1.5789028625644792,-0.5746735180730715
1.5629543390619614,-0.5688687618204885
1.5470058155594428,-0.5630640055679051
1.531057292056925,-0.5572592493153221
1.5151087685544062,-0.5514544930627387
1.4991602450518886,-0.5456497368101556
1.4832117215493699,-0.5398449805575722
1.467263198046852,-0.5340402243049892
1.4513146745443335,-0.5282354680524058
1.4353661510418156,-0.5224307117998228
1.4194176275392971,-0.5166259555472394
1.4034691040367793,-0.5108211992946563
1.3875205805342605,-0.5050164430420729
1.3715720570317427,-0.4992116867894899
1.3556235335292242,-0.49340693053690654
1.3396750100267063,-0.48760217428432345
1.3237264865241885,-0.48179741803174037
1.30777796302167,-0.475992661779157
1.291829439519152,-0.4701879055265739
1.2758809160166336,-0.46438314927399055
1.2599323926520754,-0.45857839264236744
1.243983901694092,-0.4527735469747017
1.2280354107361093,-0.44696870130703625
1.212086919778126,-0.4411638556393705
1.1961384288201435,-0.43535900997170507
1.18018993786216,-0.4295541643040393
1.1642414469041777,-0.4237493186363739
1.1482929559461943,-0.4179444729687081
1.1323444649882117,-0.4121396273010427
1.1163959740302283,-0.40633478163337694
1.1004474788838738,-0.40052994747313053
1.084498955381356,-0.3947251912205475
1.0685504318788372,-0.38892043496796413
1.0526019083763196,-0.38311567871538105
1.0366533848738009,-0.3773109224627977
1.020704861371283,-0.37150616621021465
1.0047563378687645,-0.36570140995763123
0.9888078143662467,-0.3598966537050482
0.972859290863728,-0.35409189745246483
